Civilian_Casualties,Estimated_Dollar_Loss,Building_Status,Business_Impact,Fire_Alarm_System_Operation,Method_Of_Fire_Control,Smoke_Alarm_at_Fire_Origin,Sprinkler_System_Presence,TFS_Alarm_Time,TFS_Arrival_Time,Fire_Under_Control_Time,Number_of_responding_apparatus,Number_of_responding_personnel
7,13100,Occupied,None,Operational,NA,Present,Absent,2021-06-25T02:49:50Z,2021-01-23T21:45:33Z,2021-01-22T07:18:30Z,8,6
3,6700,Occupied,None,Non-operational,Foam,NA,Present,2021-11-20T23:37:41Z,2021-11-20T19:35:32Z,2021-01-01T04:27:02Z,6,6
10,15800,NA,Moderate,Operational,Dry chemical,NA,NA,2021-01-11T15:22:50Z,2021-12-16T11:47:56Z,2021-03-22T02:33:59Z,4,20
5,32000,Occupied,None,NA,Dry chemical,Absent,NA,2021-10-21T11:27:52Z,2021-08-01T15:45:05Z,2021-02-07T12:08:22Z,7,24
7,33900,Occupied,Moderate,NA,Dry chemical,Present,NA,2021-03-22T20:28:28Z,2021-10-30T09:57:46Z,2021-09-16T10:53:06Z,10,14
6,23500,Occupied,None,Operational,NA,Absent,Present,2021-08-20T06:00:35Z,2021-08-09T00:42:35Z,2021-08-05T06:24:24Z,9,50
10,47100,Abandoned,Minor,Operational,Water,NA,Present,2021-06-16T17:57:27Z,2021-05-20T20:52:43Z,2021-03-02T22:57:46Z,3,41
3,83600,Abandoned,Minor,Operational,Dry chemical,Absent,Present,2021-03-06T13:23:24Z,2021-04-25T05:28:15Z,2021-06-20T14:14:21Z,10,41
1,38300,NA,None,Not present,CO2,Present,Not applicable,2021-01-11T20:26:40Z,2021-07-29T06:44:50Z,2021-12-11T22:19:19Z,1,39
8,30000,Occupied,None,Operational,No intervention,Present,Present,2021-02-22T18:40:46Z,2021-01-26T19:59:04Z,2021-05-31T15:19:16Z,10,15
7,89100,Unoccupied,Moderate,Operational,Dry chemical,Present,Absent,2021-11-24T16:32:05Z,2021-07-24T11:05:50Z,2021-02-27T06:39:24Z,3,45
6,2000,Occupied,Severe,Operational,CO2,NA,Absent,2021-02-13T02:35:43Z,2021-05-02T21:58:03Z,2021-04-05T01:51:42Z,2,28
9,67200,Occupied,None,Operational,CO2,Absent,Absent,2021-10-26T18:25:01Z,2021-02-19T16:47:49Z,2021-07-16T16:05:16Z,5,33
9,24600,Occupied,NA,Not present,Dry chemical,Present,Absent,2021-06-05T15:24:59Z,2021-07-15T18:19:55Z,2021-10-30T14:06:54Z,5,5
4,61500,Occupied,Severe,Operational,Foam,Absent,Absent,2021-07-29T02:05:15Z,2021-11-02T21:42:32Z,2021-06-15T19:41:46Z,9,24
9,39700,Occupied,Minor,NA,NA,Present,Not applicable,2021-01-28T16:01:45Z,2021-06-08T07:58:30Z,2021-01-21T01:25:38Z,1,49
7,83600,NA,None,Operational,No intervention,Present,Present,2021-03-23T16:29:54Z,2021-06-23T14:36:01Z,2021-09-10T07:11:23Z,9,21
1,27500,Unoccupied,None,Operational,Dry chemical,Present,Present,2021-09-22T23:51:50Z,2021-09-05T18:47:43Z,2021-08-16T12:27:01Z,9,34
5,72900,Occupied,None,Not present,CO2,Present,Not applicable,2021-04-11T08:16:19Z,2021-08-16T21:03:23Z,2021-11-30T13:17:29Z,6,9
4,24000,Abandoned,Moderate,Operational,CO2,NA,Absent,2021-05-25T22:47:21Z,2021-10-02T07:29:15Z,2021-11-29T19:27:48Z,9,8
8,49100,Occupied,Minor,Operational,No intervention,Present,Present,2021-10-21T19:14:53Z,2021-08-09T10:16:51Z,2021-03-29T02:43:25Z,3,12
2,24100,Occupied,Moderate,Operational,CO2,Absent,Not applicable,2021-02-14T01:40:14Z,2021-02-19T07:33:35Z,2021-07-28T07:35:11Z,8,11
1,5400,Occupied,None,Operational,Water,Present,Present,2021-03-10T00:54:56Z,2021-06-19T23:36:00Z,2021-05-21T21:45:23Z,1,30
8,70700,Occupied,Moderate,Non-operational,NA,Absent,Absent,2021-08-13T15:27:17Z,2021-09-23T10:30:39Z,2021-02-16T19:03:10Z,5,24
4,16000,NA,Minor,Operational,CO2,Absent,Present,2021-09-07T07:12:02Z,2021-05-11T13:15:45Z,2021-10-07T04:03:32Z,10,34
0,39900,Occupied,Moderate,Operational,NA,Present,Not applicable,2021-01-21T21:23:13Z,2021-10-01T09:11:59Z,2021-12-19T07:21:56Z,9,10
7,85400,Occupied,None,Operational,Dry chemical,Present,NA,2021-05-14T20:55:40Z,2021-03-02T21:00:29Z,2021-05-22T17:18:10Z,2,19
2,16800,Occupied,None,Operational,Water,Present,Not applicable,2021-06-04T03:35:53Z,2021-03-15T04:56:25Z,2021-03-26T16:59:29Z,1,15
9,28400,Occupied,Moderate,Non-operational,CO2,Present,Not applicable,2021-11-19T04:09:49Z,2021-06-29T17:06:38Z,2021-02-06T07:56:43Z,4,7
8,45900,Occupied,Minor,Operational,Water,Present,Not applicable,2021-05-07T00:44:01Z,2021-12-06T16:08:21Z,2021-01-11T15:36:15Z,2,50
0,76500,Abandoned,None,Operational,CO2,Present,Absent,2021-11-13T15:41:01Z,2021-01-12T15:47:06Z,2021-08-03T10:34:18Z,6,32
6,29000,Occupied,Moderate,Operational,CO2,NA,Not applicable,2021-01-21T21:43:49Z,2021-01-08T20:13:27Z,2021-03-16T07:51:24Z,5,19
6,68400,NA,Moderate,Operational,NA,NA,Present,2021-05-11T23:22:29Z,2021-11-04T03:14:16Z,2021-05-02T14:03:06Z,3,30
7,66800,NA,Moderate,Operational,Dry chemical,NA,Present,2021-11-28T12:45:21Z,2021-10-09T16:39:58Z,2021-04-04T10:03:43Z,7,41
6,75900,Occupied,Minor,Operational,Foam,Present,Present,2021-08-18T19:15:55Z,2021-04-27T11:51:34Z,2021-10-13T15:50:58Z,3,45
1,16700,Occupied,Minor,Non-operational,No intervention,Present,Present,2021-11-15T09:21:37Z,2021-12-06T20:36:56Z,2021-05-02T09:05:12Z,10,14
5,72100,Unoccupied,Minor,Operational,Foam,Present,NA,2021-02-06T16:21:32Z,2021-10-05T06:50:24Z,2021-05-23T18:34:19Z,9,18
5,62900,Occupied,None,Not present,No intervention,Present,NA,2021-04-20T09:15:36Z,2021-04-17T04:24:36Z,2021-07-22T19:00:13Z,4,49
2,32100,Occupied,Minor,Operational,Water,Absent,Absent,2021-07-11T20:13:43Z,2021-01-16T23:58:53Z,2021-11-03T15:40:15Z,5,15
4,36900,NA,Moderate,Operational,NA,Absent,Not applicable,2021-02-23T08:04:24Z,2021-10-29T16:45:32Z,2021-08-06T23:06:17Z,9,2
4,28700,Occupied,Minor,NA,Water,Absent,Absent,2021-04-27T12:48:03Z,2021-07-17T07:54:28Z,2021-10-21T19:47:33Z,9,28
10,39000,Occupied,None,Operational,NA,Absent,Absent,2021-01-06T12:25:18Z,2021-06-07T01:57:13Z,2021-06-27T06:16:59Z,3,27
7,70300,Occupied,None,Operational,No intervention,Absent,Absent,2021-06-01T11:33:36Z,2021-05-15T15:55:02Z,2021-04-11T21:53:43Z,6,36
6,29200,Occupied,NA,Not present,Dry chemical,Absent,Absent,2021-03-31T13:14:45Z,2021-05-05T08:27:27Z,2021-12-22T07:18:01Z,2,15
9,99500,Unoccupied,Moderate,Non-operational,Dry chemical,NA,Present,2021-07-12T00:28:19Z,2021-03-27T23:00:19Z,2021-12-12T11:34:41Z,6,21
7,90400,Abandoned,None,Operational,No intervention,Absent,Present,2021-05-15T02:40:37Z,2021-06-05T14:24:42Z,2021-08-14T20:32:49Z,5,49
3,79500,Occupied,None,Not present,NA,Absent,Absent,2021-07-20T15:19:00Z,2021-06-15T15:14:25Z,2021-06-14T21:35:27Z,7,26
9,51000,Occupied,None,Operational,Dry chemical,Present,NA,2021-10-19T21:37:44Z,2021-12-26T21:16:09Z,2021-01-08T10:18:49Z,9,46
5,58000,Occupied,None,Not present,NA,Absent,Present,2021-06-10T19:02:08Z,2021-01-02T06:47:34Z,2021-05-30T02:35:05Z,6,25
9,54800,Abandoned,Minor,Operational,No intervention,Absent,Not applicable,2021-09-05T01:24:05Z,2021-10-18T19:45:52Z,2021-11-13T11:14:02Z,4,19
0,9900,Occupied,Minor,Non-operational,Foam,Present,Absent,2021-07-07T00:24:52Z,2021-06-03T06:31:06Z,2021-05-26T19:52:53Z,6,2
4,84700,Occupied,None,Operational,Foam,Present,Absent,2021-04-04T05:51:48Z,2021-06-22T10:18:48Z,2021-06-15T04:57:46Z,7,43
5,9500,Occupied,None,Non-operational,Foam,Present,Not applicable,2021-04-16T06:36:27Z,2021-07-28T16:00:09Z,2021-09-16T20:39:08Z,8,1
10,11100,Occupied,Minor,Operational,Water,NA,Present,2021-06-13T20:38:46Z,2021-03-26T21:56:53Z,2021-09-13T00:52:13Z,7,17
7,93000,Occupied,Severe,NA,Dry chemical,Absent,Present,2021-05-27T23:54:37Z,2021-01-19T01:37:35Z,2021-10-23T20:45:10Z,6,2
6,72100,Occupied,Minor,NA,CO2,Absent,Not applicable,2021-12-23T17:44:46Z,2021-06-22T01:14:21Z,2021-09-09T06:54:32Z,4,43
5,63800,Occupied,None,Operational,Dry chemical,Present,Not applicable,2021-08-10T21:20:40Z,2021-02-28T15:08:37Z,2021-12-14T06:11:38Z,4,20
4,76600,Occupied,None,Not present,CO2,Present,NA,2021-01-14T04:50:42Z,2021-07-15T19:54:00Z,2021-12-11T23:17:54Z,2,40
9,12400,Occupied,None,Operational,CO2,Present,Not applicable,2021-10-18T12:47:31Z,2021-11-27T08:47:09Z,2021-06-25T11:55:39Z,7,1
5,86100,Occupied,Severe,Operational,CO2,Present,Present,2021-07-31T16:12:59Z,2021-08-31T06:58:20Z,2021-06-20T00:44:34Z,5,2
2,3600,Abandoned,Minor,Operational,CO2,Unknown,Absent,2021-03-04T07:30:56Z,2021-11-03T17:53:16Z,2021-01-06T17:13:09Z,3,33
3,76800,Abandoned,Minor,NA,Water,Present,Absent,2021-10-13T02:22:07Z,2021-04-26T18:21:52Z,2021-07-25T17:21:43Z,5,10
0,75000,Occupied,Moderate,Operational,No intervention,NA,Present,2021-06-05T12:26:20Z,2021-02-18T06:00:37Z,2021-02-25T01:30:56Z,6,4
1,93500,Occupied,Minor,Operational,Foam,Present,Present,2021-11-22T05:34:10Z,2021-01-29T23:57:58Z,2021-09-18T05:49:57Z,4,25
7,31000,NA,Minor,Not present,Water,Absent,Absent,2021-11-02T16:06:53Z,2021-07-05T22:18:04Z,2021-11-22T11:02:47Z,9,7
0,58200,Occupied,Severe,Operational,Foam,Present,NA,2021-12-27T06:45:20Z,2021-09-03T04:25:21Z,2021-05-11T20:05:47Z,8,6
7,7100,Occupied,None,Non-operational,Foam,Unknown,Absent,2021-05-27T21:43:28Z,2021-12-07T14:09:37Z,2021-07-04T06:28:33Z,7,39
8,10300,Occupied,Moderate,Operational,Foam,NA,Absent,2021-05-17T20:06:36Z,2021-12-04T22:22:54Z,2021-08-01T03:01:40Z,8,8
1,48100,Occupied,Minor,Operational,CO2,Absent,Absent,2021-01-16T08:32:12Z,2021-11-16T23:06:51Z,2021-06-30T03:27:20Z,7,11
5,87100,Occupied,Minor,Operational,NA,Present,Not applicable,2021-04-08T12:11:35Z,2021-03-05T05:58:34Z,2021-03-04T11:13:32Z,1,21
9,58400,Occupied,Severe,Operational,CO2,Absent,Absent,2021-05-30T07:34:13Z,2021-09-29T10:46:23Z,2021-08-15T11:56:01Z,10,42
7,35400,Occupied,None,Operational,Water,Present,Present,2021-01-25T02:48:21Z,2021-09-30T07:13:18Z,2021-01-06T15:00:15Z,6,33
1,31800,Occupied,None,Operational,CO2,Present,Absent,2021-02-05T16:35:50Z,2021-01-06T01:26:08Z,2021-04-03T09:50:29Z,6,5
6,43400,Occupied,Moderate,Operational,Foam,Absent,Present,2021-09-22T12:35:25Z,2021-02-03T19:20:31Z,2021-12-04T22:44:20Z,7,24
10,2300,Abandoned,Minor,Non-operational,Water,Present,Absent,2021-10-10T09:38:37Z,2021-09-06T22:59:24Z,2021-08-24T02:16:13Z,5,50
3,81400,Occupied,Severe,Operational,CO2,Present,Present,2021-11-01T15:59:16Z,2021-07-20T16:21:40Z,2021-11-03T21:32:45Z,6,45
6,3400,Abandoned,Moderate,Operational,NA,Present,Not applicable,2021-03-04T04:31:04Z,2021-10-13T23:34:46Z,2021-04-03T23:45:15Z,9,21
0,53000,Occupied,None,NA,Foam,Present,Present,2021-02-22T21:01:54Z,2021-04-05T11:03:36Z,2021-05-04T02:48:47Z,5,34
10,26000,Occupied,Moderate,Operational,No intervention,Present,NA,2021-12-14T08:01:00Z,2021-01-13T09:00:32Z,2021-10-25T09:58:07Z,5,4
0,72000,Occupied,Moderate,Operational,Water,Unknown,NA,2021-07-21T05:46:47Z,2021-02-17T17:03:41Z,2021-11-09T07:42:04Z,8,24
1,34700,Occupied,Moderate,NA,Water,Absent,Not applicable,2021-04-17T22:22:03Z,2021-06-01T21:34:03Z,2021-10-22T13:21:37Z,2,46
6,8900,Occupied,None,Operational,Dry chemical,Absent,Not applicable,2021-06-26T00:21:53Z,2021-05-04T09:15:33Z,2021-01-10T09:36:05Z,6,30
8,25800,NA,Severe,Operational,NA,Absent,Not applicable,2021-04-23T22:49:05Z,2021-02-22T23:00:49Z,2021-05-11T08:10:48Z,4,50
1,82400,Occupied,None,Operational,Dry chemical,NA,Not applicable,2021-07-01T02:02:18Z,2021-12-06T22:41:13Z,2021-05-03T01:46:55Z,6,20
8,82800,Occupied,None,Operational,No intervention,Present,Present,2021-07-27T15:22:11Z,2021-11-11T01:03:10Z,2021-07-27T00:45:17Z,3,13
3,48400,Occupied,Moderate,Operational,CO2,Unknown,Not applicable,2021-11-25T10:48:06Z,2021-01-15T14:40:22Z,2021-07-10T08:15:04Z,6,39
1,13000,Occupied,None,Operational,No intervention,Absent,Not applicable,2021-04-26T09:48:06Z,2021-05-13T23:05:26Z,2021-11-10T00:09:57Z,8,46
2,52000,Occupied,Moderate,Operational,CO2,Absent,Present,2021-07-21T21:31:30Z,2021-08-30T22:16:54Z,2021-07-31T18:43:32Z,10,24
6,1600,Abandoned,Minor,Operational,CO2,Absent,Absent,2021-10-02T03:58:47Z,2021-09-02T11:54:50Z,2021-09-21T02:35:07Z,1,25
8,13600,Unoccupied,None,Operational,Water,NA,Not applicable,2021-03-13T20:15:04Z,2021-05-06T23:20:34Z,2021-08-01T19:26:37Z,5,20
2,72500,Occupied,None,Not present,Dry chemical,NA,Present,2021-11-19T15:05:41Z,2021-12-02T01:51:07Z,2021-03-18T17:20:33Z,1,32
6,17200,NA,None,Not present,Dry chemical,Present,Present,2021-06-29T06:12:05Z,2021-12-19T19:27:14Z,2021-04-23T11:19:30Z,9,21
4,39000,Occupied,None,Operational,CO2,Absent,Present,2021-02-19T17:38:53Z,2021-09-09T08:04:31Z,2021-03-14T04:51:25Z,1,18
4,93000,Occupied,Minor,Non-operational,CO2,Present,Absent,2021-01-10T18:06:23Z,2021-03-12T15:10:32Z,2021-08-15T15:37:57Z,3,6
7,94100,Occupied,None,NA,No intervention,Present,Absent,2021-05-24T07:41:15Z,2021-08-23T11:24:25Z,2021-05-13T04:51:16Z,10,20
7,99200,Abandoned,None,Operational,Water,Present,Not applicable,2021-09-30T03:36:25Z,2021-05-03T13:55:54Z,2021-07-12T13:19:31Z,9,28
5,7600,Occupied,Minor,Operational,NA,Present,Present,2021-06-18T16:50:23Z,2021-01-16T10:02:34Z,2021-05-14T03:36:12Z,2,42
8,49400,Occupied,None,Operational,NA,Unknown,Not applicable,2021-09-23T21:06:46Z,2021-01-26T18:05:05Z,2021-10-12T19:13:58Z,5,13
5,55800,Occupied,Moderate,Operational,NA,Absent,Not applicable,2021-04-22T16:30:18Z,2021-11-13T14:48:28Z,2021-02-06T01:30:52Z,6,43
0,49500,Occupied,Minor,Operational,NA,NA,Absent,2021-06-02T13:14:02Z,2021-02-04T19:42:55Z,2021-06-06T07:27:00Z,2,45
9,26700,Unoccupied,None,Operational,Dry chemical,Present,Absent,2021-10-17T11:25:14Z,2021-01-20T21:06:24Z,2021-06-10T10:27:41Z,1,47
6,21700,Occupied,None,Operational,CO2,Present,NA,2021-06-20T15:18:35Z,2021-08-25T09:21:44Z,2021-09-12T21:50:20Z,5,49
1,25000,Occupied,None,NA,Water,Present,Not applicable,2021-01-15T13:41:09Z,2021-10-08T01:02:31Z,2021-06-24T05:06:47Z,10,28
8,30300,NA,None,Not present,NA,Absent,Present,2021-09-26T17:46:42Z,2021-02-14T22:52:20Z,2021-06-20T03:39:11Z,9,37
1,52500,Occupied,None,Operational,Dry chemical,Absent,Absent,2021-01-01T02:08:30Z,2021-05-05T19:23:08Z,2021-01-18T07:09:15Z,8,26
0,39600,Abandoned,None,Operational,Dry chemical,NA,Present,2021-04-20T10:31:29Z,2021-09-06T10:57:05Z,2021-08-18T23:17:32Z,1,11
8,12500,Occupied,None,Operational,Foam,Present,Not applicable,2021-01-15T23:14:03Z,2021-11-04T01:59:01Z,2021-07-16T15:15:00Z,9,3
2,66800,NA,Minor,Operational,CO2,Present,Present,2021-12-28T06:52:53Z,2021-09-30T15:35:39Z,2021-03-31T15:42:50Z,4,25
0,41500,Occupied,None,Operational,Dry chemical,Present,Present,2021-11-04T15:33:42Z,2021-05-26T05:39:39Z,2021-06-24T03:02:02Z,9,32
2,54100,Occupied,None,Operational,CO2,Present,Present,2021-04-15T07:57:51Z,2021-11-24T18:45:39Z,2021-07-06T00:51:35Z,2,5
1,3000,Unoccupied,None,NA,NA,Absent,Not applicable,2021-12-07T09:01:54Z,2021-08-10T12:21:06Z,2021-04-08T16:12:43Z,5,48
3,32400,Unoccupied,Moderate,Operational,NA,Present,Present,2021-08-13T22:49:27Z,2021-12-02T16:37:16Z,2021-04-12T21:18:20Z,10,47
4,41800,Occupied,NA,Operational,No intervention,Present,Absent,2021-11-02T04:30:46Z,2021-09-22T06:19:49Z,2021-07-29T00:50:45Z,6,50
2,91000,Abandoned,None,Operational,CO2,Present,Present,2021-11-16T17:45:30Z,2021-04-15T15:02:56Z,2021-05-15T13:19:34Z,3,25
0,99200,Unoccupied,None,Operational,Foam,Absent,Not applicable,2021-10-08T14:46:17Z,2021-10-03T22:44:19Z,2021-05-31T13:58:47Z,1,49
8,2300,Occupied,None,NA,Foam,Absent,Absent,2021-10-14T04:47:44Z,2021-01-12T19:57:15Z,2021-08-02T06:34:35Z,9,15
7,45100,Occupied,None,Operational,Foam,Present,Absent,2021-10-25T00:11:13Z,2021-09-25T13:27:30Z,2021-11-14T07:15:44Z,7,29
0,92600,Occupied,None,Operational,Water,Absent,NA,2021-06-09T16:43:51Z,2021-05-16T15:16:49Z,2021-02-18T10:24:57Z,5,4
1,30500,Occupied,Moderate,Operational,Foam,Absent,Not applicable,2021-12-31T14:23:32Z,2021-12-23T21:52:01Z,2021-07-25T05:30:36Z,6,17
8,77800,Abandoned,Minor,Non-operational,Dry chemical,Present,Present,2021-10-16T13:24:59Z,2021-12-17T09:41:47Z,2021-12-19T02:48:26Z,1,43
2,19300,Occupied,None,Operational,Dry chemical,Absent,Present,2021-07-02T00:41:11Z,2021-01-12T08:16:17Z,2021-04-27T18:05:59Z,3,50
0,11300,Occupied,None,Operational,NA,Present,Not applicable,2021-10-17T15:51:40Z,2021-10-01T03:34:50Z,2021-11-29T19:00:24Z,1,48
0,92900,Occupied,None,Operational,No intervention,Unknown,Present,2021-04-20T21:21:49Z,2021-09-16T13:56:22Z,2021-03-29T04:43:49Z,5,31
4,60200,Occupied,None,Operational,CO2,Present,NA,2021-05-21T03:18:38Z,2021-09-25T02:28:27Z,2021-04-08T07:13:03Z,3,10
4,30500,Occupied,None,Non-operational,Water,Present,Absent,2021-01-11T19:14:52Z,2021-07-20T11:16:05Z,2021-06-09T07:50:11Z,3,14
7,81100,Occupied,None,Operational,CO2,Absent,Not applicable,2021-07-14T17:29:01Z,2021-05-31T12:47:47Z,2021-10-06T14:06:00Z,4,21
7,39700,NA,None,Operational,Dry chemical,Absent,Present,2021-11-20T07:30:58Z,2021-07-31T17:29:29Z,2021-10-08T19:45:21Z,4,50
2,6900,Occupied,None,NA,Foam,Absent,Not applicable,2021-03-06T20:59:24Z,2021-02-19T02:38:59Z,2021-09-05T15:00:35Z,4,26
9,54200,Occupied,Minor,Operational,CO2,Absent,Absent,2021-05-09T11:52:13Z,2021-08-27T23:03:16Z,2021-08-29T00:21:44Z,1,42
4,49500,Occupied,None,Operational,CO2,Absent,Not applicable,2021-10-05T00:53:16Z,2021-05-31T15:18:30Z,2021-07-13T07:31:11Z,4,25
4,10800,Abandoned,Severe,Non-operational,Foam,NA,Not applicable,2021-07-27T17:06:22Z,2021-12-20T19:35:17Z,2021-12-14T00:12:30Z,4,21
1,46900,Occupied,None,Operational,No intervention,Absent,Present,2021-05-28T14:11:19Z,2021-03-09T00:39:36Z,2021-08-06T21:45:45Z,8,7
6,4300,Unoccupied,None,Operational,Foam,NA,Present,2021-02-21T19:41:30Z,2021-04-19T01:35:26Z,2021-02-15T17:00:13Z,7,4
10,80900,Occupied,Minor,NA,No intervention,Absent,Absent,2021-01-03T12:00:32Z,2021-05-18T20:21:47Z,2021-02-15T12:25:17Z,7,47
4,93200,NA,None,Non-operational,NA,Present,Absent,2021-01-06T17:50:37Z,2021-02-26T05:17:46Z,2021-09-12T12:51:03Z,10,43
1,49200,Unoccupied,Minor,Operational,Foam,Absent,Not applicable,2021-06-26T15:36:29Z,2021-05-18T14:46:06Z,2021-03-08T08:36:58Z,10,29
3,58600,Occupied,None,Operational,NA,Present,Not applicable,2021-05-13T03:30:07Z,2021-02-14T10:25:41Z,2021-08-09T15:51:50Z,10,37
6,50900,Abandoned,Minor,Operational,Water,Present,Not applicable,2021-10-20T07:56:11Z,2021-05-28T11:07:04Z,2021-08-31T03:32:57Z,10,21
5,63100,Occupied,None,Not present,Water,Absent,Absent,2021-06-18T13:43:51Z,2021-12-22T21:55:04Z,2021-11-22T06:33:41Z,10,43
9,69500,Occupied,None,Operational,NA,Absent,Absent,2021-11-06T18:55:13Z,2021-01-15T09:59:42Z,2021-01-23T18:02:38Z,2,45
4,75600,Occupied,None,NA,NA,Present,Present,2021-11-27T18:40:43Z,2021-01-14T07:03:23Z,2021-04-06T05:57:41Z,8,37
7,45500,Abandoned,None,Operational,No intervention,NA,Present,2021-06-29T15:54:14Z,2021-10-15T22:21:52Z,2021-08-27T22:20:08Z,5,28
1,18500,Abandoned,NA,Operational,Dry chemical,Present,Not applicable,2021-05-09T06:17:47Z,2021-05-29T03:00:27Z,2021-12-24T00:53:32Z,9,36
5,81700,Occupied,Severe,Operational,Water,Absent,NA,2021-08-28T00:47:29Z,2021-03-30T15:02:45Z,2021-02-16T00:50:16Z,3,2
6,61900,Unoccupied,None,Operational,No intervention,NA,Not applicable,2021-12-23T01:52:45Z,2021-10-10T03:41:49Z,2021-07-18T05:29:32Z,2,19
4,83200,Occupied,Moderate,Operational,Dry chemical,Present,Not applicable,2021-06-21T23:05:31Z,2021-05-12T03:47:45Z,2021-08-17T03:49:31Z,3,29
0,46200,NA,None,Operational,Water,Present,Present,2021-07-10T18:46:37Z,2021-12-22T09:50:43Z,2021-11-25T06:28:39Z,2,5
2,97200,Occupied,Minor,Non-operational,NA,Present,Present,2021-12-15T01:48:06Z,2021-10-28T09:48:27Z,2021-03-18T18:37:56Z,4,42
0,84900,Occupied,None,NA,No intervention,Absent,Present,2021-02-02T02:50:20Z,2021-06-27T03:52:56Z,2021-07-30T23:17:11Z,7,44
7,43800,NA,Severe,Operational,Foam,Absent,Present,2021-08-12T01:58:15Z,2021-03-10T11:45:27Z,2021-11-06T12:34:59Z,3,14
0,73000,Occupied,Severe,Operational,Dry chemical,NA,Absent,2021-12-11T06:05:56Z,2021-08-05T22:43:44Z,2021-05-29T09:08:19Z,9,34
8,38200,Occupied,None,Operational,CO2,Unknown,Not applicable,2021-10-29T20:08:30Z,2021-06-22T23:36:26Z,2021-08-23T16:03:27Z,3,40
7,99800,Occupied,Minor,Non-operational,Dry chemical,Present,Not applicable,2021-09-14T15:10:16Z,2021-08-11T09:29:39Z,2021-04-01T18:52:53Z,9,26
5,70100,Occupied,None,Non-operational,Foam,Absent,Not applicable,2021-03-09T19:04:56Z,2021-03-31T13:57:15Z,2021-02-09T01:46:50Z,7,7
0,65000,Occupied,Minor,Operational,Dry chemical,Present,Present,2021-02-24T19:12:30Z,2021-03-21T15:53:48Z,2021-03-13T18:05:35Z,10,15
10,61500,Occupied,Minor,Operational,CO2,Present,Not applicable,2021-04-20T19:31:34Z,2021-04-13T07:02:59Z,2021-07-12T20:29:06Z,7,35
7,65900,NA,Minor,Operational,CO2,Present,Present,2021-05-14T12:12:48Z,2021-02-21T09:54:49Z,2021-04-21T23:52:51Z,5,30
10,64600,Occupied,None,Operational,Water,Absent,Present,2021-12-26T22:17:09Z,2021-08-06T03:36:55Z,2021-08-04T09:17:00Z,4,1
7,31000,Occupied,NA,Non-operational,No intervention,Absent,Not applicable,2021-05-13T02:05:09Z,2021-09-10T08:08:47Z,2021-02-18T08:07:51Z,10,23
7,83500,Occupied,None,Operational,NA,Present,Absent,2021-08-02T08:00:25Z,2021-12-10T12:38:13Z,2021-05-08T10:19:42Z,2,13
1,16800,Occupied,None,Operational,CO2,Present,Present,2021-11-17T00:39:06Z,2021-02-14T04:28:53Z,2021-07-14T12:16:09Z,7,18
0,77600,Occupied,NA,Operational,NA,Absent,Present,2021-06-21T16:54:38Z,2021-06-07T23:53:36Z,2021-11-19T07:28:45Z,2,48
1,98000,NA,Moderate,Operational,Foam,Absent,Present,2021-11-22T19:32:41Z,2021-08-01T03:28:24Z,2021-12-07T16:24:29Z,3,10
8,29400,Occupied,None,Operational,Dry chemical,Absent,Not applicable,2021-05-24T19:27:46Z,2021-03-15T10:48:54Z,2021-09-28T04:09:51Z,3,5
0,91800,Occupied,None,Operational,Dry chemical,Present,Not applicable,2021-09-05T05:36:13Z,2021-03-23T16:34:27Z,2021-10-06T02:33:10Z,7,43
1,81300,NA,None,Operational,NA,Present,Not applicable,2021-12-29T16:09:17Z,2021-02-08T16:00:13Z,2021-05-30T18:33:55Z,1,26
7,62900,NA,Minor,Operational,Water,Present,Absent,2021-01-30T15:07:51Z,2021-05-13T08:53:35Z,2021-04-05T19:08:52Z,5,19
8,74700,Occupied,None,Operational,Foam,Absent,Present,2021-12-06T22:36:12Z,2021-04-25T19:03:27Z,2021-10-06T21:07:41Z,1,22
8,84300,Occupied,None,Operational,Dry chemical,Absent,Absent,2021-06-05T22:09:23Z,2021-10-03T02:30:41Z,2021-03-21T14:00:32Z,7,4
5,14200,Occupied,None,Non-operational,Water,Absent,Not applicable,2021-01-20T11:36:10Z,2021-06-07T09:32:44Z,2021-01-07T11:54:48Z,2,34
8,97800,Occupied,Minor,Operational,NA,Absent,Not applicable,2021-01-25T22:49:13Z,2021-12-17T10:55:12Z,2021-02-10T01:49:08Z,5,4
8,28100,Occupied,None,Not present,CO2,Absent,NA,2021-12-10T09:56:58Z,2021-01-01T10:58:15Z,2021-05-25T04:54:44Z,1,42
7,12900,Occupied,None,Non-operational,CO2,Present,Absent,2021-05-25T17:59:16Z,2021-07-17T03:14:21Z,2021-03-11T14:00:31Z,5,9
1,38400,Abandoned,Minor,Non-operational,Water,Present,Not applicable,2021-10-06T08:08:50Z,2021-05-08T02:23:13Z,2021-04-29T19:18:56Z,3,50
2,83800,Unoccupied,Moderate,Operational,Water,Unknown,Not applicable,2021-03-02T03:58:52Z,2021-03-17T19:33:21Z,2021-06-29T16:58:49Z,7,47
3,45700,NA,None,Non-operational,No intervention,Present,Present,2021-06-28T14:56:49Z,2021-04-13T21:28:46Z,2021-03-28T20:02:23Z,8,47
